Raman.Shift,Zircon_005,Zircon_006,Zircon_007
764.0424,2.069235155,3.8916405000000003,-1.1062241560000001
765.0066,1.3258561650000003,3.7469645000000003,-0.8076626170000001
765.9708,-0.9003251449999999,4.2303679999999995,-1.46812114
766.9351,-2.43424085,5.1592725999999995,-2.308700509
767.8993,-1.8651813979999998,7.34283425,-2.333957707
768.8635,-0.7684044400000001,8.26640025,-2.589751717
769.8278,0.273806035,6.4841261999999995,-3.4594038559999998
770.792,0.6875685,3.6781120499999997,-4.06036744
771.7562,0.21968441,2.4399027,-3.516925427
772.7205,-0.717561484,4.3164276,-1.980229991
773.6847,-0.831904234,6.9983974,-1.0406911289999998
774.6489,1.020181741,7.404261900000001,-1.400284413
775.6132,2.137940065,6.4314557,-1.709002043
776.5774,1.386577475,5.58898875,-2.050838996
777.5416,-0.13315232500000002,5.7343522,-2.435879947
778.5059,-0.9955541,6.51255775,-2.613763672
779.4701,-0.2686482499999999,6.744336,-2.262754761
780.4343,1.3102447,6.429180500000001,-1.8381012589999999
781.3986,1.24761475,7.541177450000001,-2.1348960420000003
782.3628,0.11168984999999998,9.460844199999999,-2.6728479960000002
783.327,-0.6242939749999998,11.3173801,-2.781446875
784.2913,0.038069235000000035,12.81044635,-2.109489537
785.2555,1.9831089579999999,14.179139035,-0.7793159390000001
786.2197,2.896670935,15.27522905,-0.135736957
787.184,1.3055175449999998,15.5499325,-1.033574506
788.1482,0.3161356799999999,15.1810326,-2.190104562
789.1124,1.34539897,14.3108995,-3.276373382
790.0767,3.085683257,13.935893,-3.716082856
791.0409,4.020474131,14.43306,-3.278887122
792.0051,3.5102233,15.3669305,-2.2764768760000003
792.9694,2.6703339,15.75499615,-1.665344356
793.9336,2.386249035,15.5251513,-1.9529561359999998
794.8978,2.6370629549999998,14.8761314,-2.2367871
795.8621,3.358458975,14.0362423,-2.0534896600000003
796.8263,3.86533185,13.8538323,-1.834201228
797.7905,3.6904699049999996,14.831568,-2.148182536
798.7548,3.32613961,16.3508736,-2.914389158
799.719,3.6745261000000005,17.63468305,-3.4441832970000004
800.6832,4.4469967,18.49235805,-3.049481677
801.6475,5.270200682,19.18349525,-1.714973482
802.6117,5.521407675,20.1960781,-0.361548722
803.5759,4.99272478,21.9125035,0.18354043099999995
804.5402,3.924887125,24.408993,-0.3073685560000001
